seqsend_time,receive_time,latency_ms,payload_size_bytes
62,1782070102.4734013,1782070102.503577,30.17568588256836,256
63,1782070102.5737576,1782070102.5896132,15.855550765991211,256
64,1782070102.6741195,1782070102.6974535,23.334026336669922,256
65,1782070102.7745094,1782070102.7877262,13.216733932495117,256
66,1782070102.8748822,1782070102.8874426,12.560367584228516,256
67,1782070102.9752657,1782070102.9879146,12.648820877075195,256
68,1782070103.0758479,1782070103.088663,12.815237045288086,256
69,1782070103.1762645,1782070103.1897402,13.475656509399414,256
70,1782070103.276626,1782070103.2903445,13.718366622924805,256
71,1782070103.3769934,1782070103.4047563,27.762889862060547,256
72,1782070103.4773476,1782070103.491846,14.498472213745117,256
73,1782070103.5777109,1782070103.5967333,19.022464752197266,256
74,1782070103.6780908,1782070103.696006,17.91524887084961,256
75,1782070103.7784505,1782070103.7959538,17.50326156616211,256
76,1782070103.8788152,1782070103.904734,25.91872215270996,256
77,1782070103.9792109,1782070103.9923072,13.096332550048828,256
78,1782070104.079799,1782070104.092819,13.020038604736328,256
79,1782070104.1802242,1782070104.1951418,14.917612075805664,256
80,1782070104.2805896,1782070104.2938962,13.306617736816406,256
81,1782070104.3809488,1782070104.3933504,12.401580810546875,256
82,1782070104.4813097,1782070104.4967337,15.424013137817383,256
83,1782070104.5816793,1782070104.595549,13.869762420654297,256
84,1782070104.6820714,1782070104.6960504,13.978958129882812,256
85,1782070104.7824302,1782070104.795788,13.357877731323242,256
86,1782070104.8827908,1782070104.8957944,13.00358772277832,256
87,1782070104.9831676,1782070104.9994438,16.276121139526367,256
88,1782070105.0837111,1782070105.0958467,12.135505676269531,256
89,1782070105.1841147,1782070105.1962938,12.179136276245117,256
90,1782070105.2844765,1782070105.296757,12.280464172363281,256
91,1782070105.384836,1782070105.3981059,13.269901275634766,256
92,1782070105.4851797,1782070105.4972281,12.048482894897461,256
93,1782070105.5855358,1782070105.5976908,12.15505599975586,256
94,1782070105.6858943,1782070105.7016857,15.79141616821289,256
95,1782070105.7862444,1782070105.7985835,12.339115142822266,256
96,1782070105.88666,1782070105.9004567,13.796567916870117,256
97,1782070105.9872208,1782070106.0010922,13.871431350708008,256
98,1782070106.0876846,1782070106.1007597,13.075113296508789,256
99,1782070106.188069,1782070106.2008386,12.769460678100586,256
100,1782070106.2884226,1782070106.2986245,10.20193099975586,256
